Rank	Frequency	UUID	Row Text
2427	1	3f08-d790-ccf8-af59	a gourd is a kind of fruit
2428	1	3d75-5f69-8d42-ccec	ethanol sometimes is made of corn
2429	1	36e1-b93c-2ce0-866f	down is a kind of direction
2430	1	b462-24cc-7651-6d33	usually plants die or become dormant during the winter
2431	1	69cc-d300-368f-169b	eating prey requires catching prey
2432	1	2e77-d6d7-8255-82e3	a seed is a kind of food for birds
2433	1	0cb5-7f02-de35-7c66	a compass is used to navigate oceans ; seas
2434	1	2326-f572-9b29-58d5	a hot plate is a kind of instrument
2435	1	97fc-be7c-5115-2a2e	magnifying makes seeing small things easier through using a magnifying glass ; using a microscope
2436	1	91b9-6388-d5b8-58b6	distance is a property of space and includes ordered values of close ; far
2437	1	0f8b-28e6-6305-a476	boiling point is an intensive property
2438	1	46bc-bca8-b945-8327	mL means milliliters
2439	1	fe0e-38e0-f82f-e92a	a nest is a kind of resource for a bird
2440	1	fb78-e6bd-2768-ddb3	if someone walks on a surface then that someone touches that surface
2441	1	106a-0379-0b23-ab7d	an electric toothbrush is a kind of electric device
2442	1	982b-08d3-f40e-289f	aluminum is a nonrenewable resource
2443	1	2fee-d74c-f33e-6a98	the arctic environment is covered in snow
2444	1	c1af-f272-25af-a368	floodplains are flat in shape
2445	1	d716-961b-dfd9-e792	desserts usually have less nutrients than other foods
2446	1	4809-553c-eae1-9b6f	if a tree falls then that tree is dead
2447	1	06de-ca22-f447-d929	oil is used for producing electricity
2448	1	1cca-1ac1-5bea-5cf6	the Earth revolving around the Sun causes the seasons to change ; to occur on its axis
2449	1	65e2-7649-725c-db72	strong beaks ; sharp beaks are a kind of adaptation for catching prey
2450	1	ee81-d31b-b856-0729	chlorophyll is a kind of pigment
2451	1	1871-0cbf-610d-1e47	an onion is a kind of vegetable
2452	1	f5d7-9f9c-58e6-9d14	the continental shelf is located near the shore
2453	1	0b44-5bde-7e62-3b5c	wheels are a part of roller skates
2454	1	0b4c-355e-1cca-d698	fossil fuels are a nonrenewable resource
2455	1	1f6c-e898-01cc-8759	if an object is hot then the surfaces of that object are hot
2456	1	b320-8125-95c4-8c27	to run on means to use as an energy source
2457	1	b1b9-3449-128c-c247	lowering is a kind of motion
2458	1	f19b-c42a-1e31-cf13	if all members of a species cannot produce offspring then that species will likely become extinct
2459	1	f45b-e36a-7934-50a5	temperature changing can cause phase changes
2460	1	777e-579e-46b3-50aa	wind carries ; transports sand ; dirt from one place to another place
2461	1	8248-ae54-9660-d22c	yellow is a kind of color
2462	1	95ea-5ab6-c735-8ce5	a candle is a kind of object
2463	1	e190-4a9b-1d22-3bef	near means close
2464	1	09ac-6563-7f9f-67ca	reading requires seeing
2465	1	75b7-e55a-c950-379a	woodland means forest
2466	1	e0c1-2f0f-8fa6-28d2	investigation sometimes requires experimentation
2467	1	756b-72db-cc1e-b66e	when an animal sheds its fur , its fur becomes less dense
2468	1	a3c6-f26b-2009-9503	months are a kind of unit for measuring time
2469	1	bce4-df52-f2cd-485c	affecting an organism 's niche means affecting that organism
2470	1	6af8-1d7a-5fcd-3e77	acidity is a property of chemicals ; substances and includes ordered values of basic ; neutral ; acidic
2471	1	83be-648d-f63f-3270	to make means to invent
2472	1	4670-75b2-3866-eff9	harm means injury
2473	1	c354-6c73-928e-5ec5	when a hurricane moves over land , that hurricane will decrease in strength
2474	1	8567-fc1a-2b84-3ac6	a turtle is a kind of omnivore
2475	1	9b86-7f8b-3dd3-f9e4	brakes touch the wheels of a vehicle when activated
2476	1	3feb-296d-6a76-286f	something in a cold place becomes cold
2477	1	9a28-67a2-0019-9ec2	a body of water is a source of water
2478	1	eb54-6da1-4c1e-fb6a	construction means building
2479	1	4045-4262-fa1f-160f	daytime means day
2480	1	ded1-6066-fabd-b5ad	Earth has a rocky terrain in some places
2481	1	5105-d3dc-d7ed-6fa3	ground means floor
2482	1	0ad1-f529-32a2-a01d	a seismograph is a kind of tool for measuring the size of an earthquake
2483	1	0197-4516-5bc8-bc8f	the internet is used for communicating faster
2484	1	3530-0fd9-f523-ac33	the sun is average in temperature for a star in our galaxy
2485	1	489a-467c-0138-cd62	conserving water is a kind of characteristic
2486	1	1368-7e6c-b1cf-28db	using cell phones can cause people to become distracted
2487	1	1e73-7f0f-13b5-1523	coral is a kind of aquatic animal
2488	1	a72b-b781-e72f-5fc8	slope is a measure of the difference in elevation between one part of the land and another part of the land
2489	1	2ffc-4513-8fad-bf73	some lizards live in desert habitats
2490	1	f7d7-7399-34c2-225c	an amphibian is cold-blooded
2491	1	7dd1-b271-7099-4e67	bad weather is dangerous
2492	1	7aad-8a6b-a25f-4c00	placing liquids in the same container and observing how those liquids settle can be used to compare the densities of those liquids
2493	1	bc64-518b-7a8b-fdab	chickens cluck
2494	1	e9b5-edaa-0d49-f73a	a product is a kind of object
2495	1	1c25-34e6-67f5-e7a6	An example of conservation is not using fossil fuel
2496	1	5179-3c12-fa5f-2f13	silver is a kind of metal
2497	1	af4e-1838-d667-16e7	if something has a negative impact on the survival of an organism then that organism may be unable to survive
2498	1	9315-2889-5172-d68d	the cell membrane provides support ; protection for a cell
2499	1	b588-365f-7c0a-2c55	diet means what an animal eats
2500	1	9561-5f39-5eec-b7b4	if a resource is limited in supply then that resource will run out
2501	1	b92e-a887-f644-4d9e	if something is copied then that something will be the same ; similar ; identical
2502	1	5ff9-ab7a-fbdd-10f8	a rabbit is a kind of prey
2503	1	57f8-2232-d549-6dbc	crumple means change shape from smooth into compacted ; irregular by physical force
2504	1	b22e-a262-859f-aa35	the sun is the largest celestial body in our solar system
2505	1	d3b3-ecd0-5b4d-bedf	freezing point is a kind of physical property
2506	1	564d-448d-05b5-998e	iron is a kind of mineral
2507	1	7f25-f44f-e96b-9a88	the length of the hair of an animal is an acquired characteristic
2508	1	63bf-ae3e-f088-9fcb	quail are a kind of bird
2509	1	9c2f-5280-ba4b-e3c6	gravel is a rough surface
2510	1	8a51-fb44-d9d2-73ae	growth means size ; number ; value ; strength increases
2511	1	c12c-929a-973c-af3c	contains means located in
2512	1	7faf-cb37-05f2-3e08	condensing is a kind of process
2513	1	f829-cd8d-c894-e9ee	an electric car is a kind of invention
2514	1	d10e-17d2-b2db-e326	force causes the speed of an object to increase ; to decrease
2515	1	f8a6-912e-89fb-2613	influence means impact
2516	1	4533-919e-b56d-820b	humans building homes in an ecosystem ; in an environment causes that ecosystem ; that environment to change
2517	1	1325-3c4b-a5a6-1db8	a softball is a kind of ball
2518	1	5b67-9424-b9f5-a268	waxy leaves are used for storing water by some plants
2519	1	91c7-ef14-9726-5708	if weather is stormy then there is a greater chance of rain
2520	1	091e-de33-5241-07bb	plants are a kind of resource
2521	1	3363-8e75-3412-4de0	a mane is a part of a horse
2522	1	2bf5-43b2-828d-7991	tea is usually hot ; warm
2523	1	1d87-2d59-27e9-b392	bluebirds live in open spaces ; grassy spaces
2524	1	2fb5-7bf0-d5d7-3224	near is the opposite of far ; away
2525	1	cf2d-8332-c29b-2c57	an earthworm is a kind of decomposer
2526	1	9d97-04bc-21d3-bf27	a dinosaur is a kind of extinct animal
2527	1	ac40-1cc5-4994-7922	avoiding is a kind of defense
2528	1	647e-2661-236a-2a01	carbon monoxide is dangerous
2529	1	b5f8-afed-3d08-707b	wiring requires an electrical conductor
2530	1	a6c8-8725-3c2d-60a7	a wheel and axle is a kind of simple machine
2531	1	9bfc-4749-e4ab-177c	too much is similar to increase
2532	1	27e0-dacf-5177-e23c	the crust is a layer of the Earth
2533	1	6cd3-9d8e-f58c-d4fc	a bacterium is a kind of organism
2534	1	e239-f208-23e0-a9cb	heat and pressure change the remains of prehistoric living things into natural gas
2535	1	c2ba-3d60-d903-52af	smell means scent
2536	1	a651-4b86-5d6a-2327	an insulator is a kind of material
2537	1	0bfe-6bc5-5887-4c10	ultraviolet rays means ultraviolet light
2538	1	58d5-0388-b85d-eb4e	sea grass is a kind of plant
2539	1	4bca-7771-01b5-a2f6	to contribute means to add
2540	1	a9a4-1a6c-b84b-528b	a heart is a part of the body
2541	1	a7a2-bae8-2f22-634d	determining the type of an organism requires having information about that organism
2542	1	e124-fe21-9a74-45f3	as the available water in an environment increases , the populations of organisms in that environment will increase
2543	1	4029-a596-3625-db81	attracting something to a location causes that something to be near that location
2544	1	140c-77ad-c6a7-5b26	degrees kelvin ( K ) is a unit used for measuring temperature generally used for values between 0 and 50000000
2545	1	42ee-7009-131f-4719	dead means not alive
2546	1	8031-0a5c-74bc-85e8	as altitude increases , air pressure will decrease
2547	1	b5e7-965c-c67f-f9d9	weeds use up nutrients
2548	1	1fb7-aefd-cae4-eba8	different organisms reproduce differently
2549	1	26a1-44de-dc7d-c9ee	if rocks in an area have many scratches then that area was once covered by glaciers
2550	1	10a8-eeb5-10c6-369a	different materials usually have different properties
2551	1	fd00-6ac1-b7ce-d4d6	a kettle is formed when chunks of ice left by glaciers melt
2552	1	544b-9b49-3946-c353	if an object is made of something then the parts of that object are made of of that something
2553	1	0b44-0582-f4ba-58c2	an amphibian is a kind of vertebrate
2554	1	aa9b-a7b0-3501-e36c	something 's function can be used to describe ; identify that something
2555	1	f26a-3bae-a5e0-ed8a	not allowed to means can not
2556	1	447e-1243-6d4e-e9e1	a dwarf planet is usually much smaller in size ; in mass than other planets
2557	1	a529-d2e9-6c62-5e4a	if seeds stick to the fur of an animal then that seed will be transported by the animal
2558	1	b772-8846-82c7-f2d8	Jupiter is a kind of planet
2559	1	ff76-3d5d-9e3f-ca56	dependent variables are usually placed on the y-axis ; vertical axis of a graph
2560	1	9cdf-f5b2-8eba-bfd3	An example of using tools is a chimpanzee digging for insects with a stick
2561	1	e918-e402-e4c8-3977	an animal requires air for survival
2562	1	63ed-e261-2225-2e65	downhill means down
2563	1	4bd2-7739-d5e2-99a1	feathers are a part of a bird
2564	1	940b-c972-2fd2-af0e	towns are usually located kilometers from each other
2565	1	b92a-e5e4-b486-4375	instructions are a part of kits
2566	1	0cf9-0d32-4d85-4954	a hurricane has large amounts of rain
2567	1	12a1-83f7-fc55-95a5	a hair is a kind of object
2568	1	ba4a-e0d4-486c-cf9f	telephones are used for communication by two people by transmitting sound
2569	1	9218-9ed1-8bb7-6d03	a prism is used for refracting light
2570	1	237d-6b78-ad88-e3b4	a prism is a kind of tool for refracting light
2571	1	6d74-209a-d964-4666	a grassland environment receives more rainfall than a desert
2572	1	18df-4496-f1cf-d9b1	the atmosphere is made of 78% nitrogen
2573	1	936b-92a1-0e96-0846	oxygen is a kind of element
2574	1	b44c-810f-461c-c314	riding a bike does not cause pollution
2575	1	d4c3-b1cd-df89-8bac	loss means reduction
2576	1	2511-f015-94c8-0157	if the atmospheric temperature rises then the glaciers will melt
2577	1	98dd-55cb-7cfa-5e19	calculating speed requires knowing distance travelled
2578	1	9974-bcb8-7899-2ae4	transpiration is a kind of process
2579	1	b130-8df0-86af-43ea	a body of water meets land at a beach
2580	1	a06c-56a9-7090-ec00	if an animal is near a road then that animal might be killed by a car
2581	1	48ed-395e-8d30-edb4	assembling means putting together
2582	1	a74b-0f41-283a-36ff	a cactus stores water
2583	1	c560-8c82-4151-235c	electricity causes less pollution than gasoline
2584	1	26bf-462e-a8fb-f637	a landform is a kind of natural formation
2585	1	d1de-5423-b933-d777	fat can be used to float on water by an animal
2586	1	c154-63ca-6d35-92b4	creating wood-free paper does not require cutting down trees
2587	1	c755-1627-f4a5-1c08	An example of movement is washing away
2588	1	26ca-d196-e2c1-632c	deposition is a kind of constructive force
2589	1	efb4-baee-b1ad-1184	eagles eat fish
2590	1	a471-beb6-2026-401e	each is similar to individual
2591	1	614b-29b1-4fb6-991b	wood is usually sturdy
2592	1	28be-f4f5-1057-562f	whiskers are a part of some fish for feeling
2593	1	0d5b-f3fe-5534-5799	as temperature during the day increases , the temperature in an environment will increase
2594	1	d84c-d7b5-8ac9-478f	a pedal is a kind of lever
2595	1	0339-be41-4854-631d	most ferns are located along rivers
2596	1	d7da-64da-dcb9-a4ff	a cluck is a kind of sound
2597	1	f376-a289-163b-6641	if something exists on a surface then that surface contains that something
2598	1	893f-916b-8ee1-9b98	the moon 's surface contains highlands
2599	1	04fa-aa15-4ac9-8da4	as the temperature of an object increases , the size of that object will increase
2600	1	d628-d467-b7a5-978a	a roller skate is a kind of vehicle
2601	1	be45-3cb8-edbc-dd56	visible means able to be seen
2602	1	3b33-111c-c079-df38	a dandelion is a kind of flower
2603	1	bfda-12f7-b81e-5251	reducing is a kind of change
2604	1	e9e5-df09-379a-fa17	an echo is a kind of sound
2605	1	0b8a-d16a-4a24-14c5	a greenhouse is used to protect plants from the cold
2606	1	e7ae-7d71-673a-aff7	the looseness of soil has a positive impact on a plant 's roots' growth in that soil
2607	1	cc1b-e49e-5ba9-05af	spring increases the amount of available food in an environment
2608	1	43aa-47f0-c8a3-dce6	a pipe is a kind of object
2609	1	4e2c-c684-660e-fcbe	being in something means touching that something
2610	1	6520-839d-9b7c-bf0a	the mantle is located just below Earth 's crust
2611	1	7fce-27b1-e8ef-0b83	carpooling decreases the amount of cars used to travel to a place
2612	1	e9d2-21ea-0bdc-f4ca	a bar is a kind of object
2613	1	8e61-1c71-239d-4814	a coin is a kind of object
2614	1	d005-63fc-d3da-45e2	clouds produce rain
2615	1	7881-6f75-7de9-2722	a bean plant is a kind of plant
2616	1	6f48-4e3d-21dc-e605	the first quarter phase of the moon occurs after the new moon
2617	1	8be8-72e2-0326-1f4b	darkness has a negative impact on photosynthesis
2618	1	f2d9-9926-adab-4bb0	a board is a kind of object
2619	1	a99f-fa5c-c233-1d3c	pollinating is a kind of function
2620	1	62fc-9a63-27db-7b46	when light enters the eye through the pupil , that light falls on the retina
2621	1	cafd-1d6e-a47f-022b	comparing requires observing that something
2622	1	c334-b118-4a5a-13dc	a doorbell converts electrical energy into sound
2623	1	2df3-be53-b099-efd8	as the amount of available water decreases , tree-growth rings will become narrower
2624	1	b7fe-a475-0233-e760	an ivy plant is a kind of plant
2625	1	7223-ce74-ece2-36f8	when a gas in an open container evaporates ; boils , that gas spreads out into the air
2626	1	29a8-8ae2-e41b-b230	as light pollution increases , seeing the stars will be harder
2627	1	88cf-d036-3079-3423	an image transmits visual information
2628	1	8706-febe-af37-4bc4	a table is a kind of furniture
2629	1	4e9a-4d83-b831-d02e	as the sale of a product decreases , the amount of money made by the person selling that product will decrease
2630	1	8435-aecd-2348-6182	a mineral is a kind of object
2631	1	2055-ec3b-4dfb-58e7	a reptile is a kind of animal
2632	1	ae0b-1df7-6167-ecc5	to get a better look at means to see better
